Error,GT,Prediction
4.762294769287109,29.0,24.237705
4.762294769287109,29.0,24.237705
4.762294769287109,29.0,24.237705
4.406963348388675,29.000000000000004,24.593037
4.972574234008793,29.000000000000004,24.027426
5.8206329345703125,29.0,23.179367
5.084705352783207,29.000000000000004,23.915295
5.725820541381836,29.0,23.27418
4.7952117919921875,28.0,23.204788
5.130607604980465,27.999999999999996,22.869392
3.6772842407226562,28.0,24.322716
2.327079772949215,27.999999999999996,25.67292
2.7491493225097656,28.0,25.25085
3.9391899108886683,27.999999999999996,24.06081
4.360084533691406,28.0,23.639915
5.410436630249016,27.999999999999993,22.589563
5.5741729736328125,29.0,23.425827
5.126522064208984,29.0,23.873478
5.041288375854496,29.000000000000004,23.958712
5.169736862182621,29.000000000000004,23.830263
4.092184066772461,29.0,24.907816
6.56674957275391,29.000000000000004,22.43325
6.206781387329105,29.000000000000004,22.793219
5.383584976196293,29.000000000000004,23.616415
3.931869506835941,29.000000000000004,25.06813
4.4647426605224645,29.000000000000004,24.535257
4.4435272216796875,29.0,24.556473
4.0478401184082,27.999999999999996,23.95216
5.076225280761719,28.0,22.923775
5.979240417480469,28.0,22.02076
5.4897727966308665,28.000000000000007,22.510227
4.899036407470703,27.0,22.100964
5.409749984741211,27.0,21.59025
5.159164428710934,26.999999999999996,21.840836
5.497173309326175,28.000000000000004,22.502827
6.026958465576175,28.000000000000004,21.973042
6.273006439208984,28.0,21.726994
6.483068466186523,28.0,21.516932
6.68250846862793,28.0,21.317492
4.76967620849609,26.999999999999996,22.230324
5.146076202392578,27.0,21.853924
5.921144485473633,27.0,21.078856
5.772933959960941,27.000000000000004,21.227066
5.046525955200199,27.000000000000004,21.953474
6.414543151855469,28.0,21.585457
6.777423858642582,28.000000000000004,21.222576
6.991472244262695,28.0,21.008528
5.403814315795902,27.000000000000004,21.596186
4.448612213134762,26.999999999999996,22.551388
6.283611297607425,29.000000000000004,22.716389
7.5794982910156214,29.999999999999996,22.420502
8.488389968872067,29.999999999999996,21.51161
7.191215515136719,29.0,21.808784
6.926105499267578,29.0,22.073895
5.287092208862308,28.000000000000004,22.712908
5.482734680175778,27.999999999999996,22.517265
5.052043914794925,27.000000000000004,21.947956
6.077636718750007,27.000000000000007,20.922363
6.681516647338871,27.000000000000004,20.318483
5.85744667053223,26.000000000000004,20.142553
5.909858703613281,26.0,20.090141
5.7857360839843786,26.000000000000004,20.214264
4.860750198364261,26.000000000000004,21.13925
4.684358596801758,26.0,21.315641
3.3112545013427663,25.999999999999993,22.688745
2.4181957244873082,26.000000000000004,23.581804
2.500082015991204,25.999999999999993,23.499918
2.5565700531005824,25.999999999999996,23.44343
3.486194610595703,26.0,22.513805
3.751937866210934,25.999999999999996,22.248062
3.4674358367919957,26.000000000000004,22.532564
4.342735290527347,26.000000000000004,21.657265
3.4157562255859304,25.999999999999993,22.584244
1.8434333801269531,26.0,24.156567
0.5109214782714879,25.000000000000004,24.489079
0.5998344421386719,25.0,24.400166
1.7781105041504013,26.00000000000001,24.22189
4.375089645385739,26.999999999999996,22.62491
5.031183242797855,27.000000000000004,21.968817
5.3026466369628835,26.999999999999993,21.697353
4.423454284667962,26.999999999999993,22.576546
3.48409461975098,27.000000000000004,23.515905
3.7083091735839773,26.999999999999993,23.29169
3.831989288330071,26.999999999999993,23.16801
5.114303588867191,27.000000000000004,21.885696
4.719078063964847,26.000000000000004,21.280922
4.210622787475586,26.0,21.789377
2.8046150207519567,26.000000000000004,23.195385
3.0258941650390625,26.0,22.974106
2.6142215728759766,26.0,23.385778
3.7757892608642507,25.999999999999993,22.22421
2.4420166015625036,26.000000000000004,23.557983
2.4851608276367223,26.000000000000004,23.51484
2.6860294342041016,26.0,23.31397
1.264657974243164,26.0,24.735342
2.1083564758300817,26.000000000000004,23.891644
3.2493457794189418,25.999999999999996,22.750654
1.736377716064446,24.999999999999993,23.263622
0.932916641235348,24.999999999999996,24.067083
0.7872962951660192,24.999999999999996,25.787296
0.3354606628417969,25.0,24.66454
0.0864868164062571,25.000000000000007,24.913513
0.6902046203613246,25.000000000000004,25.690205
1.8137302398681676,24.999999999999996,26.81373
3.590892791748047,25.0,28.590893
2.0531654357910156,25.0,27.053165
2.185512542724613,24.999999999999996,27.185513
1.8407077789306605,25.000000000000004,26.840708
1.4009857177734446,24.999999999999993,26.400986
0.5793113708496129,24.999999999999996,25.579311
0.7722396850585902,24.999999999999996,24.22776
0.15741920471191406,25.0,24.84258
0.831308364868157,24.999999999999993,24.168692
2.0408210754394496,24.999999999999996,22.959179
2.6565246582031286,25.000000000000004,22.343475
1.6038093566894531,25.0,23.39619
1.2414417266845774,25.000000000000007,23.758558
1.8722572326660192,25.000000000000004,23.127743
2.8298263549804688,25.0,22.170174
2.3327312469482457,25.000000000000004,22.667269
1.9601249694824219,25.0,23.039875
3.3271369934082067,26.000000000000004,22.672863
2.6092948913574254,26.000000000000004,23.390705
3.3925743103027415,26.000000000000007,22.607426
3.7277755737304688,26.0,22.272224
3.1717758178710973,26.000000000000004,22.828224
3.4247341156005895,26.000000000000004,22.575266
2.616830825805664,26.0,23.38317
2.110519409179691,26.000000000000004,23.88948
1.3614673614501918,24.999999999999996,23.638533
1.931995391845696,24.999999999999993,23.068005
2.9317359924316477,25.000000000000007,22.068264
2.4984207153320277,24.999999999999996,22.50158
2.239044189453125,24.0,21.760956
1.007999420166012,23.999999999999996,22.992
2.5686511993408203,24.0,21.431349
3.126764297485348,23.999999999999996,20.873236
4.596683502197269,25.000000000000004,20.403316
5.005886077880863,25.000000000000004,19.994114
2.8240203857421875,24.0,21.17598
0.46982002258301137,23.000000000000004,22.53018
0.20477294921875,23.0,23.204773
0.7256278991699183,22.999999999999996,22.274372
0.8970661163330043,22.999999999999996,22.102934
0.859630584716804,22.999999999999993,23.85963
0.7548141479492188,23.0,23.754814
0.48204803466797586,23.000000000000007,22.517952
0.6203613281250036,21.999999999999996,22.620361
0.9960899353027308,22.000000000000004,22.99609
1.373989105224613,21.999999999999996,23.37399
0.7883014678955043,20.000000000000004,20.788301
0.7883014678955078,20.0,20.788301
0.7883014678955078,20.0,20.788301
1.4095935821533168,20.000000000000004,21.409594
2.7228698730468786,19.999999999999996,22.72287
1.8359031677246094,20.0,21.835903
2.1308288574218714,20.000000000000004,22.130829
2.240978240966797,20.0,22.240978
1.9125423431396484,20.0,21.912542
1.0820426940917969,20.0,21.082043
1.8712654113769531,20.0,21.871265
1.559015274047848,20.000000000000004,21.559015
1.3123359680175781,20.0,21.312336
0.9243927001953125,20.0,20.924393
0.879638671875,20.0,20.879639
1.6608505249023438,20.0,21.66085
0.9882965087890625,20.0,20.988297
0.7817878723144531,20.0,20.781788
0.7927894592285156,20.0,20.79279
0.44474983215332387,19.999999999999996,20.44475
0.3438911437988281,20.0,20.343891
0.8750629425048793,20.000000000000004,20.875063
1.0012989044189453,20.0,21.001299
0.2785606384277379,19.999999999999996,20.27856
0.17982101440430398,20.000000000000007,19.820179
0.7001476287841797,20.0,20.700148
0.8887863159179723,19.999999999999996,20.888786
0.5361061096191406,21.0,20.463894
0.5648326873779332,20.999999999999996,21.564833
0.5778770446777344,21.0,21.577877
1.773895263671875,20.0,21.773895
0.0955886840820348,20.999999999999996,21.095589
0.33209228515625,21.0,21.332092
0.22815322875976207,20.999999999999996,20.771847
0.4538497924804652,21.000000000000004,21.45385
1.5494079589843786,20.999999999999996,22.549408
2.123641967773434,21.000000000000004,23.123642
1.553085327148434,21.000000000000004,22.553085
2.0936546325683594,22.0,24.093655
0.6340045928955078,22.0,22.634005
1.3092765808105398,22.000000000000007,23.309277
0.09072685241699219,23.0,23.090727
0.17979812622070312,23.0,23.179798
0.1101837158203125,23.0,23.110184
0.49349021911621094,23.0,23.49349
0.5939197540283168,23.000000000000004,23.59392
1.720706939697262,23.000000000000004,24.720707
0.918533325195316,22.999999999999996,23.918533
0.4874687194824183,24.000000000000004,24.487469
1.1983642578124964,24.000000000000004,25.198364
1.2394523620605469,24.0,25.239452
0.5695877075195277,24.000000000000004,24.569588
1.1688995361328125,24.0,25.1689
0.1701564788818395,23.999999999999996,24.170156
0.5279006958007812,24.0,24.5279
1.5359840393066406,24.0,25.535984
1.3360481262207031,24.0,25.336048
2.2265586853027344,24.0,26.226559
1.6444053649902308,24.000000000000004,25.644405
0.6174812316894531,24.0,24.617481
0.3571319580078125,24.0,24.357132
0.20988845825195312,24.0,24.209888
1.159805297851566,23.999999999999996,25.159805
1.1903877258300817,23.999999999999996,25.190388
0.2107257843017578,24.0,24.210726
0.5231552124023438,24.0,24.523155
0.2344818115234375,24.0,24.234482
