Error,GT,Prediction
3.9487228393554688,29.0,25.051277
3.9487228393554688,29.0,25.051277
3.9487228393554688,29.0,25.051277
3.9314804077148473,29.000000000000004,25.06852
3.065477371215824,29.000000000000004,25.934523
3.4336585998535156,29.0,25.566341
3.767055511474613,29.000000000000004,25.232944
3.908710479736328,29.0,25.09129
3.0440101623535156,28.0,24.95599
3.8401966094970668,27.999999999999996,24.159803
2.973773956298828,28.0,25.026226
2.5460014343261683,27.999999999999996,25.453999
2.4617996215820312,28.0,25.5382
2.7298698425292933,27.999999999999996,25.27013
3.1807327270507812,28.0,24.819267
2.7339839935302663,27.999999999999993,25.266016
4.401737213134766,29.0,24.598263
2.4320716857910156,29.0,26.567928
2.044784545898441,29.000000000000004,26.955215
2.854537963867191,29.000000000000004,26.145462
1.8376121520996094,29.0,27.162388
2.104202270507816,29.000000000000004,26.895798
1.5489234924316442,29.000000000000004,27.451077
1.153408050537113,29.000000000000004,27.846592
1.251644134521488,29.000000000000004,27.748356
2.451604843139652,29.000000000000004,26.548395
1.7697811126708984,29.0,27.230219
2.2419204711914027,27.999999999999996,25.75808
2.5663681030273438,28.0,25.433632
2.640300750732422,28.0,25.3597
2.245384216308601,28.000000000000007,25.754616
2.779369354248047,27.0,24.22063
2.030010223388672,27.0,24.96999
2.3310661315917933,26.999999999999996,24.668934
3.6425170898437536,28.000000000000004,24.357483
4.5794372558593786,28.000000000000004,23.420563
4.578289031982422,28.0,23.421711
4.188262939453125,28.0,23.811737
4.401948928833008,28.0,23.598051
2.679985046386715,26.999999999999996,24.320015
1.3241996765136719,27.0,25.6758
2.138660430908203,27.0,24.86134
0.7462062835693395,27.000000000000004,26.253794
1.5683021545410192,27.000000000000004,25.431698
3.366119384765625,28.0,24.63388
3.2706413269043004,28.000000000000004,24.729359
4.005641937255859,28.0,23.994358
3.1021003723144567,27.000000000000004,23.8979
1.5156650543212855,26.999999999999996,25.484335
3.87644195556641,29.000000000000004,25.123558
4.296968460083004,29.999999999999996,25.703032
5.672496795654293,29.999999999999996,24.327503
5.3667449951171875,29.0,23.633255
4.123786926269531,29.0,24.876213
3.380954742431644,28.000000000000004,24.619045
4.419088363647457,27.999999999999996,23.580912
2.3746643066406286,27.000000000000004,24.625336
3.990795135498054,27.000000000000007,23.009205
